Domain,Complaint/ Opinion,Complaint Label,Severity level,Sentiment,Emotion
Stocks and investment,"#AskETMutualFunds | I am 29 years old. And I want to invest in mutual funds. Which mutual fund will give a risk-free return? I want the return to be good. Can you help?

https://t.co/9EWEOkTK4z",0,Non-Complaint,positive,other
Stocks and investment,"@pravardh @RJGyanchandani mutual fund that invest in stocks/companies.

any index fund is good.",0,Non-Complaint,positive,happiness
Stocks and investment,"A good practice for sports fans is to take a long-term mutual fund approach. When one team is down, another can pick up your spirits (go @steelers !) . 

I wonder what the equivalent sports analogy would be to the equity style box below? https://t.co/f3ngrceqmd",0,Non-Complaint,positive,surprise
Stocks and investment,"Stocks listed on NSE: Less than 2000.
Mutual Fund Schemes: More than 2500.

Good luck predicting mutual funds that'll outperform respective benchmark for next 3,5,10 years. 

Fun Fact: ~80% mutual funds underperform their respective benchmark.",0,Non-Complaint,negative,sadness
Stocks and investment,"If a fund has been performing poorly on a consistent basis, you may switch to a better performing one. https://t.co/eAYBFNB24n",0,Non-Complaint,positive,other
Stocks and investment,"@Sreekrisblr @ipo_mantra Sir
Pls quote some good mutual fund please
Thank you",0,Non-Complaint,positive,other
Stocks and investment,"People should check their mutual fund investments, hardly anybody ever does, big seniors residence companies r common, they are a good investment with the aging boomers… lots of $$ to be made i.e. CPP invests in senior retirement homes",0,Non-Complaint,positive,other
Stocks and investment,"@iRadhikaGupta Radhika 

Any good news from Mutual Fund Industry 
Fund Performance 😴

@equityin",0,Non-Complaint,neutral,surprise
Stocks and investment,@davidsirota SEC registered mutual funds are a good answer because every holder in the fund is treated the same diversified etc,0,Non-Complaint,positive,happiness
Stocks and investment,"Mutual Fund is a SIP for a good number of people.
Like if I ask:-
Any Investment: Yes, SIP.
Is it tax saving?: It's SIP.🙃",0,Non-Complaint,positive,happiness
Stocks and investment,"@AnjuSin23618544 
Anju जी good evening.
मैं ऐसे fund house के साथ काम कर रहा हूं,,जो CRYPTO BLOCKCHAIN NFT METAVERSE WEB3, के ऊपर 2009 से काम कर रहा है, जो MUTUAL FUND की तरह RETURN देता है,CRYPTO INVESTOR को।
IF YOU INTERESTED,, PLEASE DM",0,Non-Complaint,positive,other
Stocks and investment,@BusyBee89207113 Mutual fund is good,0,Non-Complaint,positive,happiness
Stocks and investment,"@ReportBeijing Also put $ into my 401k but bought Asian mutual fund X Japan. Workmates thought I was crazy. I cleaned up. New corvettes, travel all over the world, and retirement for life. Good thing I did not follow the pack.",0,Non-Complaint,positive,happiness
Stocks and investment,"@nasava8787 We sincerely apologize for the experience you have had. We request you to DM your Email Id, Folio No./DP-Client Id, Investor's PAN, Company's /Mutual fund's name and write your query in detail. Our concerned team will address your query. Good Day!",0,Non-Complaint,positive,other
Stocks and investment,"Understand the phenomenon of Money Market Funds and why they make a good choice for investors with low-risk appetites. https://t.co/Sdihofa0gG

#TataCapital #Blog #Money #MoneyMarket #Fund #Investment #Finance #FinTech https://t.co/FCrz3ywRf6",0,Non-Complaint,positive,other
Stocks and investment,"Bond sales good 

Mf sip good infusion of funds 

By good income people's

Which resulted cost of fund is 

Cheep to those cos running 

Funds by way of mutual fund

Bond launched

Beside deepavali bonus 

Put it in bond by some calculated

Persons 

Since expenses r low
WatHome",0,Non-Complaint,positive,other
Stocks and investment,"@MissusPokerFace Then dnt go for it , vasay bhi ROI is less than 2% (if rented) also Municipal taxes, repair and maintenance all are extra.., you can get good returns in Mutual Fund than that ..",0,Non-Complaint,positive,other
Stocks and investment,@RJGyanchandani Yea but suggest some good mutual fund also,0,Non-Complaint,positive,other
Stocks and investment,@alphaketchum @DegenSpartan nah the good ones will start farming and making tons of money. Some defi mutual fund with a small multiple on top,0,Non-Complaint,positive,happiness
Stocks and investment,"@sandipsabharwal The trend is really a good sign for Indian Economy. But, I fear if another incident like what happened on 25/3/2020 or GFC of 2008 happens then all these capital inflow into the stock market through mutual fund route will take a 180 degree turn and quickly disappear.",0,Non-Complaint,positive,happiness
Stocks and investment,"What if I had bought stock slices instead of pizza slices for the past 30+ years? I could be in charge of the largest mutual fund ever. Well, I’ve eaten a shit load of good pizza at least. #pizzaslice #stockslice",0,Non-Complaint,negative,disgust
Stocks and investment,@Bwealthyswati  #investments what if I pay my bills through credit card and invest money in stocks for 40 days is it a good idea or to buy short term mutual fund / or crypto ? Please guide me. What’ pros and cons,0,Non-Complaint,neutral,other
Stocks and investment,@drvijaymalik  #investments what if I pay my bills through credit card and invest money in stocks for 40 days is it a good idea or to buy short term mutual fund / or crypto ? Please guide me. What’ pros and cons,0,Non-Complaint,neutral,other
Stocks and investment,@safiranand  #investments what if I pay my bills through credit card and invest money in stocks for 40 days is it a good idea or to buy short term mutual fund / or crypto ? Please guide me. What’ pros and cons,0,Non-Complaint,neutral,other
Stocks and investment,#investments  #investments what if I pay my bills through credit card and invest money in stocks for 40 days is it a good idea or to buy short term mutual fund / or crypto ? Please guide me. What’ pros and cons @PranjalKamra @assetyogi,0,Non-Complaint,neutral,other
Stocks and investment,#investments  #investments what if I pay my bills through credit card and invest money in stocks for 40 days is it a good idea or to buy short term mutual fund / or crypto ? Please guide me. What’ pros and cons @monikahalan @soicfinance,0,Non-Complaint,neutral,other
Stocks and investment,#investments what if I pay my bills through credit card and invest money in stocks for 40 days is it a good idea or to buy short term mutual fund / or crypto ? Please guide me. What’ pros and cons @ShashankUdupa1 @LabsAvalon @VarunMayya @anillamba03,0,Non-Complaint,neutral,other
Stocks and investment,@kuttrapali26 Suggest some good business of small cap sector which we accumulate at every dip. Or go through small cap mutual fund for safety return.,0,Non-Complaint,neutral,other
Stocks and investment,"$AARK I suspect when this story is written, Cathie Wood will spend a good deal of her time in the not too distant future, giving lots of  depositions to Counsel, as Pension &amp; Mutual Fund clients sue AARK out of existence…",0,Non-Complaint,neutral,fear
Stocks and investment,@kuttrapali26 Mam any suggestion on good small cap mutual fund?,0,Non-Complaint,neutral,other
Stocks and investment,@dmuthuk @DrdhimanBhatta1 Except MUTUAL FUND in pidilite or titan would be good SIP option for next decade sir???,0,Non-Complaint,neutral,other
Stocks and investment,"@rnjn Edelweiss has a mutual fund for recently listed companies, including choosing good IPOs.
I've personally not invested in it but seems interesting.",0,Non-Complaint,positive,surprise
Stocks and investment,@anantladha25 Sir is it good time to invest in Nifty next 50 stocks or mutual funds? What is your opinion on Navi mutual fund?,0,Non-Complaint,positive,surprise
Stocks and investment,"Today I had lunch with one of my acquaintance in a neighbourhood restaurant.

He suddenly asked me to suggest some good stocks or mutual fund for #investing 

Me - Do you have any #investments as of now ?

He - Yes, I am an aggressive #investor and have 15 LIC policies.

Me - 🙏",0,Non-Complaint,neutral,other
Stocks and investment,"✍️ Holding Period

Just like stocks, holding equity mutual funds for the longer term may yield good returns as the value of the underlying assets increases, cumulating for fund growth. Also, when investors redeem their fund units, they realised capital gains.

(15/n) https://t.co/VpjPagrNoj",0,Non-Complaint,positive,happiness
Stocks and investment,"Guys what about axis blue-chip mutual fund for next 20 yrs,  my budget is 10k per month . Is this good ? Experts pls suggest me",0,Non-Complaint,positive,surprise
Stocks and investment,"Rolling returns are the way to check. Even a BAF have given a good experience. 
My own personal long term and short term experience has been very good. And I am a mutual fund investor right when the first funds came. https://t.co/8pYz8DCIto",0,Non-Complaint,positive,happiness
Stocks and investment,"Axis Small Cap mutual fund review: Superior downside performance This small-cap fund retains sizeable presence in midcaps, like many of its peers. The fund manager picks quality, scalable businesses run by good management... #MutualFunds by #EconomicTimes https://t.co/oXmkTShpTQ",0,Non-Complaint,positive,other
Stocks and investment,"A money market fund is a form of short-term debt security or open-ended mutual fund with a shorter maturity, offering good returns at high liquidity and low credit risk. The instruments it invests in include Treasury bills, bank debt funds, and corporate commercial papers.....",0,Non-Complaint,positive,happiness
Stocks and investment,"Good performance by many of the tax saver funds (ELSS).
Fund houses rarely talk about these - focusing on their new offerings or some funds they want to ""focus"" on.

Beautiful product, these tax saver funds - running as flexi caps and save you tax too too!!",0,Non-Complaint,positive,happiness
Stocks and investment,"@ziggityzig @SteelToeTruth No, it's a bad idea

Most stocks are traded in mutual fund portfolios by traders

Make them REPORT individual stock trading so we CAN SEE who the crooks are

Ossoff's idea sounds good, but it is a ruse",0,Non-Complaint,negative,sadness
Stocks and investment,"@DanielYerger3 @babs_73 @MichaelHBaker ""good GROWTH stock mutual fund...""",0,Non-Complaint,positive,other
Stocks and investment,@CoffeeBanana3 @ChanderBhatia01 Better go for a good mutual fund in flexi cap category.,0,Non-Complaint,positive,other
Stocks and investment,"@anektoholo few suggestions, can filter basis your interests and motivation levels :)
- books
- hobby/interests to indulge
- Mutual fund SIP
- when restrictions are removed, a good gym membership
- therapy / consultation if you think is reqd

all the best :)",0,Non-Complaint,positive,other
Stocks and investment,@intradaygeeks Which mutual fund will be good for one time 20k investment,0,Non-Complaint,neutral,other
Stocks and investment,@safalniveshak Will you go with index fund or a good active mutual fund?,0,Non-Complaint,neutral,other
Stocks and investment,@safalniveshak How to choose good Mutual Fund when there is so much noise on the internet?,0,Non-Complaint,neutral,other
Stocks and investment,"More benifits of index fund,
1. Very less expense ratio
2. auto cleaning, like if any company not performing than exchange will replace it with another good company.
3. Beats 95% mutual fund returns over long periods
4. Well diversified.",0,Non-Complaint,positive,happiness
Stocks and investment,Masks for Educators Mutual Aid Fund just bought 30 masks for my class! I saw the offer on Twitter and thought it was too good to be true. I’m excited to learn I was on of the lucky 90 teachers to get the masks. Thanks so much for providing this support! https://t.co/KPcrZ5a0jW,0,Non-Complaint,positive,happiness
Stocks and investment,"@karanrghu For over 10-15 years, do u suggest index mutual fund only or small cap are also good ?",0,Non-Complaint,neutral,other
Stocks and investment,"@Trinkerr_IN If you can give insight on, is it good to buy US FOF (mutual fund) when rupee vs dollar strengthens .. In short will it benefit when rupee weakens..?",0,Non-Complaint,neutral,other
Stocks and investment,"@DealsDhamaka I have sip in mutual fund,its going good.
Hw can i invest in SM, which is the best app",0,Non-Complaint,neutral,other
Stocks and investment,"Do individuals make good investment decisions? No.
The result? Let’s call it 2%/yr less than the funds they own.

What Do Mutual Fund Investors Really Care About? https://t.co/1Bue6Yo9pZ https://t.co/C5ck0f1mu4",0,Non-Complaint,neutral,fear
Stocks and investment,"@babs_73 @MichaelHBaker I won't lie, I enjoy sarcastically drawling ""you can get a 12% annual return in a a good stock mutual fund"" as a joke every now and then.",0,Non-Complaint,negative,anger
Stocks and investment,The average Canadian car payment is around $437/mo.  Invest that in a good mutual fund for 40 years and you'll have around $2.7 Million.  Hope you like the car.,0,Non-Complaint,positive,happiness
Stocks and investment,"@John18170616 @Mayhem4Markets There's two potential issues. 1.   Is he getting in and out of the fund based on confidential info, and 2. is he choosing funds that focus on particular sectors that he knows will be affected? So, blind trusts would be best, but mutual funds are far better than individual stocks.",0,Non-Complaint,positive,happiness
Stocks and investment,"@smallcaseHQ Agreed, SIP in a fundamentaly strong mutual fund or share is supposed to be the best way of investment. However, one needs to study thoroughly before investment otherwise  there are big chances of losing  hard earned money in this critical area",0,Non-Complaint,neutral,fear
Stocks and investment,"2 Types of Mutual Fund Risks

Mutual funds try to lower the risks associated through diversification but that does not mean that mutual funds are not immune to risk.

It's best to do your due diligence one the possibilities for risk and return before investing in any fund.

⏭️",0,Non-Complaint,neutral,other
Stocks and investment,"@Mayhem4Markets That would be best. But a mutual fund or index fund is far better than buying/selling individual stocks based on info that you have as a legislator or govt policy maker. We would need to know which mutual funds he was holding to determine if it was a conflict of interest, IMO.",0,Non-Complaint,neutral,fear
Stocks and investment,"Marks said studies have shown that average mutual fund investor performs worse than an average mutual fund. Marks said, on average, mutual fund investors tend to sell funds with worst recent performance, missing out on potential recoveries, to chase funds that have done the best.",0,Non-Complaint,negative,fear
Stocks and investment,@WhosePolitics @theFormerFormer @nypost Ehh the best financial advisors and firms in the world won't bother with you unless you have at least 50-100mil and even that might be too low for some. It honestly doesn't take a guru to buy a sp500 mutual fund and put money in it for 50 years that can easily turn into 10mil.,0,Non-Complaint,negative,anger
Stocks and investment,Mutual Fund/Roth IRA best combo around,0,Non-Complaint,positive,happiness
Stocks and investment,"4/ To put it in comparison, one of the most popular and invested in Mutual Funds is the Fidelity Contrafund which boasts an exceptional 13% average yearly return. Many consider it to be the best fund for young investors since it is relatively risky to other funds. https://t.co/N5w2pCcUDw",0,Non-Complaint,neutral,fear
Stocks and investment,"With one of the best Journo schools in its back yard,  the #FishWrapKCStar prints this.  
Dave Helling, ever heard of research? 
This Kansas City Star columnist is very angry at Sen. Josh Hawley for ~checks notes~ owning a mutual fund https://t.co/vpkQQd8c2h via @twitchyteam",0,Non-Complaint,neutral,other
Stocks and investment,How should you use different categories of funds?,0,Non-Complaint,neutral,other
Stocks and investment,"It can be one or more amongst the following; Own AMC or mutual fund; Discount broking; Direct NBFC services; Direct NPS services; Courses on Mutual Funds and; Stocks/Bonds advisories or research services; Research Reports of listed companies
",0,Non-Complaint,neutral,happiness
Stocks and investment,Easily find the best Equity Mutual Funds with this screener.,0,Non-Complaint,positive,happiness
Stocks and investment,@dhellingkc How to tell someone you don’t know the first thing about investing without actually telling someone that. Your tweet is laughable at best. Research what a mutual fund is. You look very uninformed and quite ignorant. Most people own mutual funds in their 401(k). Bad take.,0,Non-Complaint,negative,disgust
Stocks and investment,@CryptoWizardd @RoaringLeaders for sure. Best utility. Staking + breeding + mutual NFT fund worth $800k + many more coming.,0,Non-Complaint,positive,surprise
Stocks and investment,"They are not sending their best...

This Kansas City Star columnist is very angry at Sen. Josh Hawley for ~checks notes~ owning a mutual fund https://t.co/OvQ1b5uT4V via @twitchyteam",0,Non-Complaint,negative,sadness
Stocks and investment,Invest in mutual funds and ETFs. Investment in an ETF (Exchange Traded Fund) or index fund that tracks the whole stock market will provide you access to hundreds of the country’s largest and best-known corporations.,0,Non-Complaint,neutral,happiness
Stocks and investment,"Within institutional investing, the paradox of skill is a familiar concept. As the level of competition rises, the best players perform worse.

The retail mutual fund Fidelity Magellan exemplifies this idea, John Rekenthaler writes. $FMAGX https://t.co/KIb6Cl1yI5",0,Non-Complaint,negative,fear
Stocks and investment,"Mutual fund data shows tht most choosen funds r those tht hve the best last one-year perfmce.Wht do u think these investors r doing? Chasing recent outcomes or process?
While investing, stick to process, not just outcomes.
Build high #finergy thru process and planning.#Investing",0,Non-Complaint,neutral,fear
Stocks and investment,"The Best HYIP Investment - Carzy Payment - Pay per minute,starting investing with $1000,mutual fund , LBank Exchange",0,Non-Complaint,positive,other
Stocks and investment,"S&amp;P 500 index mutual funds still lead the way as the best place to be invested in your 401(k) account.

The rest of your default company 401(k) mutual fund menu has “rotated.” Growth mutual funds no longer lead the way. Value mutual funds dominate the top…https://t.co/ibGslYNOuG",0,Non-Complaint,positive,happiness
Stocks and investment,ClearBridge Fund Outperforms Without Any Megacap Tech Stars https://t.co/XZnQRslBQN,0,Non-Complaint,neutral,other
Stocks and investment,"Are you looking for an app that you can use to invest in mutual funds, you’re at the right place. we have shortlisted some of the best mutual funds apps that you should be using. 
Read More:- https://t.co/bjJSZufUWi
#APP #MutualFunds #Investing 
@zerodhaonline @ETMONEY https://t.co/QV2sQkGNA9",0,Non-Complaint,positive,other
Stocks and investment,"Please pick up your free copy of the Best Funds Report at https://t.co/PcgrS8A0DU
 An exhaustive analysis of the top 45 equity &amp; debt mutual funds; in addition to detailed sector reports on the major equity mutual fund categories.
#mutualfunds #equitymutualfunds #bestfundsof2021 https://t.co/6pkCtANBkv",0,Non-Complaint,neutral,other
Stocks and investment,"#BSMorningShow | If you want to avoid volatility and steadily create wealth, #mutualfunds can be a safer bet.

This report tells you the nuances of selecting a Mutual Fund that’s best for you now

@5paisa @nikita_vashisht #Investing #mutualfunds #Markets
https://t.co/zlhKhV1cy3",0,Non-Complaint,positive,happiness
Stocks and investment,"If you want to avoid volatility and steadily create wealth, mutual funds can be a safer bet. 

This report tells you the nuances of selecting a Mutual Fund that's best for you now

Listen to the podcast

#MutualFunds #MFs #investing
https://t.co/AorOv57eXZ",0,Non-Complaint,positive,other
Stocks and investment,"Best focused mutual funds to invest in 2022
................👇👇👇👇👇
Best focused equity mutual funds
Axis Focused 25 Fund
IIFL Focused Equity Fund
SBI Focused Equity Fund
Motilal Oswal Focused 25 Fund
#investment #mutualfund #sip #investors #sbimf #mf #iiflmf #sensex #equity",0,Non-Complaint,positive,other
Stocks and investment,"@invest_mutual 1. Last year ,they had the best performer in ESG funds
2. I like their  FoF fund, you hire a   fund manager who picks other funds and performing better over 10 yrs. https://t.co/3RBR2DO8AB",0,Non-Complaint,positive,happiness
Stocks and investment,@ipo_mantra Sir Suggest one Best Mutual Fund Investment Plan🤔,0,Non-Complaint,neutral,other
Stocks and investment,Which is the Best day for SIP in Mutual Fund? https://t.co/zRJWZxx4qk,0,Non-Complaint,neutral,other
Stocks and investment,"#BSMorningShow | If you want to avoid volatility and steadily create wealth, #mutualfunds can be a safer bet.

This report tells you the nuances of selecting a Mutual Fund that’s best for you now

@5paisa @nikita_vashisht #Investing #mutualfunds #Markets
https://t.co/zlhKhV1KnB",0,Non-Complaint,positive,other
Stocks and investment,"In other words, the average investor actually lost money by investing with the “best-performing” U.S. diversified stock mutual fund!”",0,Non-Complaint,neutral,other
Stocks and investment,"“The CGM Focus Fund, managed by Ken Heebner, has been named the “best performing U.S. diversified stock mutual fund of the decade” by Morningstar: According to the Wall Street Journal, the CGM Focus Fund produced time-weighted return (TWR) of 18% over the past 10 years.",0,Non-Complaint,positive,happiness
Stocks and investment,"One of the best mutual fund for investing in India

Parag parikh flexi cap fund

💰💰💰💵💵👍👍",0,Non-Complaint,positive,happiness
Stocks and investment,"""...on average, mutual fund investors tend to sell the funds with the worst recent performance (missing out on their potential recoveries) in order to chase the funds that have done the best (and thus likely participate in their return to earth).""

https://t.co/L3nm67W97o",0,Non-Complaint,neutral,other
Stocks and investment,@WIndyCityTrades Best multi day/weekswing trade for a 401k that only has mutual/etf funds?  Thinking XLE long like fund or short TLT.  Thoughts?,0,Non-Complaint,neutral,surprise
Stocks and investment,"The Best HYIP Investment - Carzy Payment - Pay per minute,starting investing with $1000,mutual fund , bitcoin 100x leverage, https://t.co/xdX2IDUAfs",0,Non-Complaint,neutral,other
Stocks and investment,"@JTF_90 @MuellerSheWrote @lauferlaw I work for a small healthcare facility.  If any of our board of directors own stock (even via mutual fund) in say, GE, they can't vote on the purchase of a GE CT machine that has already been selected as the best choice by the clinical/financial review process.",0,Non-Complaint,positive,other
Stocks and investment,@MishiChoudhary @monikahalan MF1: Mutual Fund :  Investment managed by experienced professionals called as fund managers. Mutual Fund (MF) investment best suited for the new investor and for the one who don’t like to bear the daily volatility of the stock market.,0,Non-Complaint,positive,happiness
Stocks and investment,@wander_wealth #Hyperbole is the best most #MoneyTwitter gurus can do. Personally I suggest putting an Emergency Fund into a muni mutual fund or similar vehicle after you hit a pre determined max and continue to fund it after that.,0,Non-Complaint,neutral,other
Stocks and investment,"What should your mutual fund SIP frequency be: daily, weekly or monthly? If one really wants to take benefits from sharp periodic market corrections, then that is best done via making a few lump-sum investments that suppl... #LatestNews by #MoneyControl https://t.co/IQgrGmKom4",0,Non-Complaint,neutral,other
Stocks and investment,"What should your mutual fund SIP frequency be: daily, weekly or monthly? If one really wants to take benefits from sharp periodic market corrections, then that is best done via making a few lump-sum investments that suppl... #LatestNews by #MoneyControl https://t.co/Q11GaHPanD",0,Non-Complaint,neutral,other
Stocks and investment,"@gauravjoshi46 We also believe that this fund, which is our flagship in large and midcap category, is best suitable for SIP investors. However, Mirae Asset Mutual Fund has other schemes wherein there are no restrictions.(3/3)",0,Non-Complaint,positive,happiness
Stocks and investment,"Hi @_stackapp, what are the commissions/your revenue model? In short, you are choosing the best Mutual Fund/other financial instruments for me that can get to my goal. But I didn't see any info about the fees.",0,Non-Complaint,positive,surprise
Stocks and investment,SIP Vs. Lumpsum – Which is the Best way to Invest in Mutual Fund? https://t.co/skeMJLip9I,0,Non-Complaint,neutral,other
Stocks and investment,"Now, let us take a quick the best investment options with high returns in India 2022 one by one:

Public Provident Fund (PPF) .

Mutual Fund.

Bank Fixed Deposits.

National Pension Scheme (NPS) .

Senior Citizen Savings Scheme.

Direct Equity.

Real Estate Investment.",0,Non-Complaint,positive,other
Stocks and investment,"@samarjeet_n @SachinGurwe Best Demat &amp; Trading Account for Equity Stock / F&amp;O /Commodity /Currency / Mutual Fund/ IPO. 
Click on link to open this account:- 
👉https://t.co/0y0ZnaQtzQ",0,Non-Complaint,neutral,other
Stocks and investment,"@pushpendrakum Bhai, FD ka best alternative crypto SIP aur Staking hai. Mutual fund bhi accha option hai agar koi inki acchi knowledge rakhe.",0,Non-Complaint,positive,other
Stocks and investment,ClearBridge Fund Outperforms Without Any Megacap Tech Stars https://t.co/eYRVBw53XT,0,Non-Complaint,neutral,other
Stocks and investment,"@dmuthuk @toprani_krupa 96% of investors , dont know how to evaluate business and future , so they missjudge and majority  result is always loss . so mutual fund investments are best for 100% investors. do not neglect it , else u will miss it after 20-30 years.",0,Non-Complaint,positive,happiness
Stocks and investment,Only one mutual is best and that's mutual fund.,0,Non-Complaint,positive,happiness
Stocks and investment,"One of my favourite Tax Saver / ELSS mutual fund within the category and in my recommendation list.

The fund deserves all the inflows.

Congratulations @mohanty_swarup sir and @MiraeAsset_IN team. Hope the consistency in delivering the outperformance is maintained. Best wishes. https://t.co/tvbLXHVZtW https://t.co/mjc3ndtgmT",0,Non-Complaint,positive,happiness
Stocks and investment,"There are nearly 40 equity-linked savings schemes (ELSS), a type of mutual #fund that gives you #tax deduction under section 80-C. These funds come with a lock-in period of three years, writes @apri_sharma. 
https://t.co/XIWqP5kKQ6",0,Non-Complaint,neutral,other
Stocks and investment,The 10-year constant maturity gilt fund is not suitable for conservative investors: Heres why The scheme is best positioned to benefit when interest rates fall or in a softer rate scenario #LatestNews by #MoneyControl https://t.co/xUEm1o7JZLs-why_15907781.html,0,Non-Complaint,neutral,other
Stocks and investment,"4/10 - Choosing the best online mutual fund investment platform: A 11-point checklist

https://t.co/6Drcz6d3Qk",0,Non-Complaint,neutral,other
Stocks and investment,"Dear Partner &amp; Clients.
Today we have crossed a magical figure of 50000 Cr Mutual Fund AUM..

Thank you so much for your support in this journey.. 
Hope to get similar support in future..
From our side we Assured you our best services all the time. https://t.co/rCVUy6zHTY",0,Non-Complaint,positive,happiness
Stocks and investment,"This National Youth Day, make smarter investments through Mutual Funds and remain financially independent for rest of your life. Talk to the Fund Manager at Finfortune to choose the best fund with guaranteed returns!
#FinCover #NationalYouthDay #mutualfunds #sip https://t.co/fPIUyxatpe",0,Non-Complaint,positive,other
Stocks and investment,"There are 1451 Mutual Fund schemes in India as of Dec 21. Do you think that you're financially smart enough to pick the best from this lot? 

Stick to Index Funds - low expense ratio &amp; tracking error, high AUM. 

Look - Index, Nifty, Sensex, Direct, Growth

Avoid - Regular, IDCW",0,Non-Complaint,positive,surprise
Stocks and investment,"The new mutual fund from @SAMCO_India  is sharing notes and details nicely - on it debut offering.
Best wishes to the team",0,Non-Complaint,positive,other
Stocks and investment,ClearBridge Fund Outperforms Without Any Megacap Tech Stars https://t.co/DfPHNnAObP,0,Non-Complaint,neutral,other
Stocks and investment,BEST SUGGESTION YOU CAN GIVE TO YOUR FREINDS OR FAMILY IN 20’s IS TO START SIP (MUTUAL FUND / STOCK) . #daytrading #mutualfunds #MutualFund #NIFTY #Investing #StockMarket #SIP #BSE #NSE,0,Non-Complaint,positive,other
Stocks and investment,@amitgupta0310 Best Mutual Fund house r falling prey to IPOs name and publicity then what can be said about young generation in 20s? @SEBI_India,0,Non-Complaint,positive,surprise
Stocks and investment,Mutual funds are market-linked investments that offer high rates of interest. Click here to know all about Mutual funds and evaluate its advantage and disadvantages before selecting the best fund: https://t.co/IPAzRxnZeY #BajajFinserv #BajajFinance,0,Non-Complaint,neutral,other
Stocks and investment,"The Best HYIP Investment - Carzy Payment - Pay per minute,starting investing with $1000,mutual fund , bitcoin early investors, https://t.co/xdX2IDUAfs",0,Non-Complaint,positive,other
Stocks and investment,"I'm 26 and ready to invest monthly 10k for next 20 years , any experienced per pls suggest me which fund is best for long term. 
By my personal studies I have option : 
1. Axis blue-chip mutual fund
2. Mirrae asset emerging blue chip or large cap
3.parag parik
#SIP #mutualfunds",0,Non-Complaint,positive,other
Stocks and investment,@alpha_G_O_A_T @_groww I invest in stock markets and mutual fund by Groww app...i think this is very simple app with not much complicated UI.. best for long term investor..i m happy with this app,0,Non-Complaint,positive,happiness
Stocks and investment,@ParikPatelCFA @unusual_whales Best hedge fund ever. They should start mutual fund.,0,Non-Complaint,negative,anger
Stocks and investment,Listen In: Is flexicap fund the best mutual fund category at this stage?  #Market by #EconomicTimes https://t.co/kVxXYtuvyP,0,Non-Complaint,neutral,surprise
Stocks and investment,"@invest_mutual Picking a right MAF is more riskier than mid &amp; smallcap fund.

See the gap between  best &amp; worst fun in the same category.

https://t.co/xp8Ep82OTB",0,Non-Complaint,negative,anger
Stocks and investment,Listen In: Is flexicap fund the best mutual fund category at this stage? | The Economic Times Podcast https://t.co/PVfd3onAiK,0,Non-Complaint,neutral,other
Stocks and investment,"LISTEN IN: IS FLEXICAP FUND THE BEST MUTUAL FUND CATEGORY AT THIS STAGE?
None
https://t.co/bcIq2AcfnW",0,Non-Complaint,neutral,other
Stocks and investment,"Yevaraina high return mutual fund kosam chusthunte ide best one 👍
10% risk.... yearly 40% to 90% returns vasthay....
#mutualfunds https://t.co/wwOgCNu2JR",0,Non-Complaint,positive,happiness
Stocks and investment,@NileshShah68 Gold is best and safe investment for common people. Few People know about investing and most retailers lost their money in market b’c of unexpected moves by big players like Mutual fund/FII/DII / lobbyist etc,0,Non-Complaint,neutral,other
Stocks and investment,If this is true then it would seem that Congress is far better at investing than the world's best hedge funds and almost every mutual fund that exists. https://t.co/EY5VOTlJrJ,0,Non-Complaint,neutral,surprise
Stocks and investment,Fun watch. The Trump defaults started. The special guest was a 33 year old mutual fund “wizard” who had the best five year record in the business;) https://t.co/TNH99wG8JF,0,Non-Complaint,positive,happiness
Stocks and investment,"@FI_InvestIndia @RR46521504 Sir Im ready to invest 10k per month sips for 20yrs , can I put in one fund or divided it two?, which I best Pls suggest me, I choosed axis blue chip mutual fund and hdfc",0,Non-Complaint,neutral,other
Stocks and investment,@Batla_G Even PARAG PARIEKH mutual fund invest in US equities but yes it includes Indian equities too and has been the best performing Indian fund since it’s inception,0,Non-Complaint,neutral,happiness
Stocks and investment,"I am really sick of folks romanticising being a founder which clearly needs more disclaimers than a frigging mutual fund investment. 

While it is one of the best things that can happen, it is not easy and definitely not for everyone. Let's not hide the garbage.",0,Non-Complaint,neutral,other
Stocks and investment,"Best mutual fund for 2022
#mutualfunds    #StockMarketindia #2022NewYear #2022Goals #FinancialFreedom @themukulagrawal @vivbajaj @SrBachchan @neerajarora91 @AnilSinghvi_ @AnilSinghvi_ https://t.co/mzKwyCNu1W",0,Non-Complaint,positive,other
Stocks and investment,@gurjasraj Which is best mutual fund in current situation,0,Non-Complaint,neutral,other
Stocks and investment,@WealthEnrich @PPFAS #PPFAS MF is one of the best value Mutual Fund for Long-Term Investing. This news would certainly help the beaten down stock like #ITC,0,Non-Complaint,positive,other
Stocks and investment,"I was able to complete my 2022 wealth-building backdoor Roth contributions on January 4th and 5th. 

With instructions for both the brokerage IRA account and the simpler mutual fund IRA account, Backdoor Roth IRA 2022: A Step by Step Guide with Vanguard.

https://t.co/LqJonI4r7O",0,Non-Complaint,positive,happiness
Stocks and investment,"3 Best Mutual Fund SIPs In ELSS (Tax-Savings) Category, 4 Star Rated By Value Research - Goodreturns https://t.co/vRK7Q6aOsD https://t.co/VUUmVftQon",0,Non-Complaint,positive,other
